PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161477.53972,1837194.25773,"(41.708931999999997, -87.684263999999999)"
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161271.4380999999,1837037.62057,"(41.708506, -87.685023000000001)"
BEVERLY,254,PLAYGROUND,OUTDOOR,1161266.49159,1837436.63323,"(41.709600999999999, -87.685029999999998)"
BEVERLY,254,VOLLEYBALL (SAND),OUTDOOR,1161480.54956,1837355.6501199999,"(41.709375000000001, -87.684247999999997)"
BEVERLY,254,SPRAY FEATURE,OUTDOOR,1161238.4617900001,1837497.63934,"(41.709769000000001, -87.685130999999998)"
BEVERLY,254,BASEBALL SR,OUTDOOR,1161307.7119799999,1836653.44713,"(41.707450999999999, -87.684900999999996)"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161606.14708,1836378.0953200001,"(41.706690000000002, -87.683814999999996)"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161652.3139800001,1836379.74394,"(41.706693000000001, -87.683645999999996)"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161650.66503,1836500.10721,"(41.707023, -87.683649000000003)"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161601.20089,1836498.4585899999,"(41.70702, -87.68383)"
BEVERLY,254,VOLLEYBALL,OUTDOOR,1161601.4220199999,1837414.9872699999,"(41.709535000000002, -87.683803999999995)"
BIRCH,322,PLAYGROUND PARK,OUTDOOR,1180006.5495800001,1875204.8083500001,"(41.812834000000002, -87.615246999999997)"
BIXLER (RAY),1083,PLAYGROUND PARK,OUTDOOR,1186159.5868200001,1867632.8779500001,"(41.791912000000004, -87.592917)"
BIXLER (RAY),1083,SPRAY FEATURE,OUTDOOR,1186202.58608,1867655.72141,"(41.791974000000003, -87.592759000000001)"
BLACKHAWK,122,BASKETBALL COURT,OUTDOOR,1142389.1258,1915240.18169,"(41.923476000000001, -87.752235999999996)"
BLACKHAWK,122,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1142161.5652300001,1915079.7459799999,"(41.92304, -87.753075999999993)"
BLACKHAWK,122,GYMNASIUM,INDOOR,1142455.13518,1915015.49972,"(41.922857999999998, -87.751998999999998)"
BLACKHAWK,122,POOL (INDOOR),INDOOR,1142400.70419,1915013.7152799999,"(41.922854000000001, -87.752199000000005)"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142108.22052,1914907.45893,"(41.922567999999998, -87.753276)"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142281.85436,1915063.8204900001,"(41.922994000000003, -87.752634)"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142099.12999,1915221.9999599999,"(41.923431000000001, -87.753302000000005)"
BLACKHAWK,122,PLAYGROUND,OUTDOOR,1142511.8512800001,1915129.2741,"(41.923169000000001, -87.751788000000005)"
BLACKHAWK,122,SPRAY FEATURE,OUTDOOR,1142412.7615799999,1915107.4562299999,"(41.923110999999999, -87.752151999999995)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142434.5794500001,1915242.9087199999,"(41.923482, -87.752069000000006)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142477.3063999999,1915242.9087199999,"(41.923481000000002, -87.751912000000004)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142526.39652,1915243.8178300001,"(41.923482999999997, -87.751731000000007)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142568.2140299999,1915245.63607,"(41.923487000000002, -87.751577999999995)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142612.7588800001,1915247.4543099999,"(41.923490999999999, -87.751413999999997)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL COURT,OUTDOOR,1165066.8396300001,1827641.52257,"(41.682642999999999, -87.671387999999993)"
"BLACKWELDER (I.S., GERTRUDE)",373,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165232.2097100001,1828136.94677,"(41.683999, -87.670769000000007)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASEBALL JR/SOFTBALL,OUTDOOR,1165116.3451100001,1827945.3067399999,"(41.683475000000001, -87.671198000000004)"
"BLACKWELDER (I.S., GERTRUDE)",373,PLAYGROUND,OUTDOOR,1165189.4785,1827794.5396499999,"(41.683059999999998, -87.670935)"
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151577.8794100001,1851280.20101,"(41.747785, -87.720150000000004)"
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151507.2246900001,1851297.2488800001,"(41.747833, -87.720409000000004)"
BOGAN (WILLIAM),264,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1151408.93781,1850917.4140099999,"(41.746792999999997, -87.720778999999993)"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151358.6433000001,1851139.5113299999,"(41.747404000000003, -87.720956999999999)"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151571.95685,1851135.4608100001,"(41.747388000000001, -87.720175999999995)"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151607.05914,1850870.8438899999,"(41.746661000000003, -87.720054000000005)"
BOGAN (WILLIAM),264,PLAYGROUND,OUTDOOR,1151711.0159499999,1850480.66882,"(41.745589000000002, -87.719683000000003)"
BOGAN (WILLIAM),264,BASEBALL SR,OUTDOOR,1151393.7455899999,1850646.72951,"(41.746051000000001, -87.720842000000005)"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151203.3831100001,1851032.85439,"(41.747114000000003, -87.721529000000004)"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151200.68298,1851148.9617699999,"(41.747433000000001, -87.721536)"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151229.0349600001,1851271.8197900001,"(41.747768999999998, -87.721429000000001)"
"BOLER (LEO ROSCOE, SR.)",496,PLAYGROUND,OUTDOOR,1151926.9125000001,1895821.5669799999,"(41.870005999999997, -87.717702000000003)"
BOSLEY (WILLIAM),1024,BASKETBALL COURT,OUTDOOR,1169392.13643,1884701.36317,"(41.839129999999997, -87.653904999999995)"
BOSLEY (WILLIAM),1024,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169291.9607800001,1884901.8719599999,"(41.839682000000003, -87.654267000000004)"
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169478.95318,1884693.45899,"(41.839106000000001, -87.653587000000002)"
BOSLEY (WILLIAM),1024,BASEBALL JR/SOFTBALL,OUTDOOR,1169335.3901500001,1884777.9706300001,"(41.839340999999997, -87.654111)"
BOSLEY (WILLIAM),1024,PLAYGROUND,OUTDOOR,1169526.4357,1884517.8838800001,"(41.838622999999998, -87.653418000000002)"
BURNHAM (DANIEL),27,BOAT SLIPS,OUTDOOR,1180669.62044,1893396.7535900001,"(41.862738, -87.612255000000005)"
BURNHAM (DANIEL),27,BOAT LAUNCH MOTORIZED,OUTDOOR,1180628.25602,1892544.8471599999,"(41.860402000000001, -87.612432999999996)"
CALUMET,11,GYMNASTIC CENTER,INDOOR,1203510.29391,1840751.5573700001,"(41.717720999999997, -87.530216999999993)"
FIELD (EUGENE),41,CULTURAL CENTER,SPECIAL,1150420.21801,1933714.45839,"(41.974017000000003, -87.722241999999994)"
INDIAN BOUNDARY,165,CULTURAL CENTER,SPECIAL,1158415.1426299999,1946511.2657999999,"(42.008972, -87.692491000000004)"
LEONE (SAM) BEACH,1013,BOAT LAUNCH NON-MOTORIZED,OUTDOOR,1166631.4631399999,1948045.0478399999,"(42.013007999999999, -87.662216000000001)"
BOSLEY (WILLIAM),1024,SPRAY FEATURE,OUTDOOR,1169579.39885,1884444.11369,"(41.838419999999999, -87.653225000000006)"
BOSWELL (ARNITA YOUNG),340,PLAYGROUND PARK,OUTDOOR,1184612.01544,1860999.8039500001,"(41.773747, -87.598799)"
BRADLEY (JOSEPHINE),1004,BASKETBALL COURT,OUTDOOR,1194191.9231100001,1840725.95276,"(41.717883999999998, -87.564346)"
BRADLEY (JOSEPHINE),1004,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1194381.8577699999,1840835.31048,"(41.718178999999999, -87.563647000000003)"
BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,1194342.3772100001,1840699.5574700001,"(41.717807999999998, -87.563795999999996)"
BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,1194489.3116299999,1840886.9649100001,"(41.718319000000001, -87.563252000000006)"
BRADLEY (JOSEPHINE),1004,PLAYGROUND,OUTDOOR,1194199.84173,1840857.92986,"(41.718246000000001, -87.564312999999999)"
BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,1194340.6173700001,1840999.5854199999,"(41.718631000000002, -87.563793000000004)"
BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,1194392.5283600001,1841002.2248500001,"(41.718637000000001, -87.563602000000003)"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169478.0388199999,1844314.2500499999,"(41.728301000000002, -87.654759999999996)"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169521.48591,1844315.1017499999,"(41.728301999999999, -87.654600000000002)"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169461.7461999999,1844160.80482,"(41.727879999999999, -87.654824000000005)"
BRAINERD,177,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169745.9149199999,1844098.8521799999,"(41.727704000000003, -87.653784000000002)"
BRAINERD,177,GYMNASIUM,INDOOR,1169437.6218999999,1843924.71572,"(41.727232999999998, -87.654919000000007)"
BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,1169614.7160400001,1844354.5061999999,"(41.728408000000002, -87.654257999999999)"
BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,1169855.48557,1843854.8648099999,"(41.727032000000001, -87.653390000000002)"
BRAINERD,177,PLAYGROUND,OUTDOOR,1169349.5079000001,1844099.25474,"(41.727713999999999, -87.655237)"
BRAINERD,177,SPRAY FEATURE,OUTDOOR,1169395.6702099999,1844113.737,"(41.727753, -87.655067000000003)"
BRAINERD,177,BASEBALL SR,OUTDOOR,1169634.6293800001,1843854.8648099999,"(41.727037000000003, -87.654199000000006)"
BRAINERD,177,BASEBALL SR,OUTDOOR,1169823.8051799999,1844342.7394900001,"(41.728372, -87.653492)"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169383.9035100001,1844314.6798400001,"(41.728304000000001, -87.655103999999994)"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169431.8761799999,1844314.6798400001,"(41.728302999999997, -87.654928999999996)"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169339.5512300001,1844311.96429,"(41.728298000000002, -87.655266999999995)"
BRANDS,187,BASKETBALL COURT,OUTDOOR,1156544.1782,1921954.4563200001,"(41.941625000000002, -87.700041999999996)"
BRANDS,187,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1156759.78144,1921796.1866200001,"(41.941186000000002, -87.699253999999996)"
BRANDS,187,GYMNASIUM,INDOOR,1156500.10381,1921853.6724,"(41.941349000000002, -87.700207000000006)"
BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,1156624.95888,1921656.57699,"(41.940806000000002, -87.699753999999999)"
BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,1156907.6919100001,1921670.7134400001,"(41.940838999999997, -87.698713999999995)"
BRANDS,187,PLAYGROUND,OUTDOOR,1156505.80721,1921711.10378,"(41.940958000000002, -87.700190000000006)"
BRANDS,187,BASEBALL SR,OUTDOOR,1156885.4770599999,1921943.34873,"(41.941588000000003, -87.698787999999993)"
BRANDS,187,TENNIS COURT,OUTDOOR,1156674.43713,1921946.3782500001,"(41.941600000000001, -87.699563999999995)"
BRANDS,187,TENNIS COURT,OUTDOOR,1156627.9883999999,1921946.3782500001,"(41.941600999999999, -87.699735000000004)"
BRIGHTON,426,BASKETBALL COURT,OUTDOOR,1157356.4748,1881197.39249,"(41.829766999999997, -87.698166000000001)"
BRIGHTON,426,PLAYGROUND,OUTDOOR,1157351.6956100001,1881001.0168999999,"(41.829228999999998, -87.698188000000002)"
BROADWAY ARMORY,462,FITNESS CENTER,INDOOR,1167369.3665199999,1939344.6380700001,"(41.989117999999998, -87.659752999999995)"
BROADWAY ARMORY,462,GYMNASIUM,INDOOR,1167341.3219600001,1939426.2789799999,"(41.989342999999998, -87.659853999999996)"
BROADWAY ARMORY,462,GYMNASTIC CENTER,INDOOR,1167355.6555900001,1939383.9004599999,"(41.989226000000002, -87.659801999999999)"
BROMANN (CHARLES),435,PLAYGROUND PARK,OUTDOOR,1167224.7431300001,1936063.86839,"(41.980119000000002, -87.660380000000004)"
BRONCHO BILLY,487,BASKETBALL COURT,OUTDOOR,1167245.00982,1929737.9184399999,"(41.962760000000003, -87.660488000000001)"
BRONCHO BILLY,487,PLAYGROUND,OUTDOOR,1167208.9842999999,1929787.96591,"(41.962898000000003, -87.660618999999997)"
BRONCHO BILLY,487,SPRAY FEATURE,OUTDOOR,1167178.3521400001,1929756.03914,"(41.962811000000002, -87.660731999999996)"
BROOKS (GWENDOLYN),362,PLAYGROUND,OUTDOOR,1184173.89656,1874963.5667000001,"(41.812075, -87.599969000000002)"
BROOKS (GWENDOLYN),362,SPRAY FEATURE,OUTDOOR,1184271.6722899999,1874943.7639200001,"(41.812018000000002, -87.599610999999996)"
BROOKS (OSCAR),61,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1126931.50547,1946606.2472399999,"(42.009821000000002, -87.808328000000003)"
BROOKS (OSCAR),61,FITNESS CENTER,INDOOR,1127247.63476,1946627.00343,"(42.009872999999999, -87.807164)"
BROOKS (OSCAR),61,GYMNASIUM,INDOOR,1127198.1397800001,1946628.5998800001,"(42.009878, -87.807345999999995)"
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR,1126273.65475,1946661.6240900001,"(42.009984000000003, -87.810747000000006)"
BROOKS (OSCAR),61,BASEBALL JR/SOFTBALL,OUTDOOR,1126785.92866,1946538.1725699999,"(42.009636999999998, -87.808864999999997)"
BROOKS (OSCAR),61,BASEBALL JR/SOFTBALL,OUTDOOR,1127083.5993300001,1946666.6752599999,"(42.009984000000003, -87.807766999999998)"
BROOKS (OSCAR),61,PLAYGROUND,OUTDOOR,1127202.34253,1946521.90652,"(42.009585000000001, -87.807333)"
BROOKS (OSCAR),61,SPRAY FEATURE,OUTDOOR,1126408.55376,1946468.2281500001,"(42.009450999999999, -87.810254999999998)"
BROOKS (OSCAR),61,TENNIS COURT,OUTDOOR,1126416.68695,1946691.07449,"(42.010061999999998, -87.810220000000001)"
BROOKS (OSCAR),61,TENNIS COURT,OUTDOOR,1126374.3947099999,1946691.07449,"(42.010063000000002, -87.810376000000005)"
BROWN (SIDNEY) MEML.,289,BASKETBALL COURT,OUTDOOR,1182174.4566599999,1848693.2153700001,"(41.740032999999997, -87.608114999999998)"
BROWN (SIDNEY) MEML.,289,BASEBALL JR/SOFTBALL,OUTDOOR,1182025.9159500001,1848524.6015399999,"(41.739573999999998, -87.608665000000002)"
BROWN (SIDNEY) MEML.,289,BASEBALL JR/SOFTBALL,OUTDOOR,1182150.3691100001,1848262.314,"(41.738850999999997, -87.608216999999996)"
BROWN (SIDNEY) MEML.,289,PLAYGROUND,OUTDOOR,1181963.0204100001,1848685.18619,"(41.740015999999997, -87.608890000000002)"
BROWN (SIDNEY) MEML.,289,SPRAY FEATURE,OUTDOOR,1181968.37341,1848649.0547,"(41.739916999999998, -87.608872000000005)"
BROWN (SIDNEY) MEML.,289,TENNIS COURT,OUTDOOR,1182289.5420599999,1847910.3665400001,"(41.737881999999999, -87.607718000000006)"
BROWN (SIDNEY) MEML.,289,TENNIS COURT,OUTDOOR,1182337.71749,1847911.70447,"(41.737884999999999, -87.607540999999998)"
BRYNFORD,1141,PLAYGROUND PARK,OUTDOOR,1148592.7128000001,1937339.2556,"(41.984000000000002, -87.728869000000003)"
BUCKTHORN,339,BASKETBALL COURT,OUTDOOR,1179291.5578999999,1876058.6839300001,"(41.815193000000001, -87.617842999999993)"
BUCKTHORN,339,PLAYGROUND,OUTDOOR,1179237.5878699999,1876061.83485,"(41.815202999999997, -87.618041000000005)"
BUENA CIRCLE,1084,PLAYGROUND PARK,OUTDOOR,1168308.86399,1928159.94095,"(41.958407000000001, -87.656621999999999)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1182507.3041000001,1882397.9140399999,"(41.832514000000003, -87.605851000000001)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1185472.3647700001,1877399.0857800001,"(41.818728, -87.595129)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1185523.1458300001,1877320.9609399999,"(41.818511999999998, -87.594944999999996)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1186999.7084999999,1874011.0649999999,"(41.809395000000002, -87.589634000000004)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1189148.14613,1869957.6794,"(41.798220999999998, -87.581884000000002)"
BURNHAM (DANIEL),27,BEACH,OUTDOOR,1182389.80531,1884801.91448,"(41.839114000000002, -87.606206999999998)"
BURNHAM (DANIEL),27,BEACH,OUTDOOR,1185412.4688899999,1878010.41395,"(41.820407000000003, -87.595330000000004)"
BURNHAM (DANIEL),27,BASEBALL JR/SOFTBALL,OUTDOOR,1187301.7918799999,1873792.9660199999,"(41.808788999999997, -87.588532999999998)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1179987.6710099999,1894085.45628,"(41.864643999999998, -87.614737000000005)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1182253.2130700001,1884345.0377700001,"(41.837862999999999, -87.606723000000002)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1185685.2554200001,1876768.22648,"(41.816991999999999, -87.594368000000003)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1187034.8645899999,1874167.31501,"(41.809823000000002, -87.589500000000001)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1189590.2033200001,1869460.93466,"(41.796847, -87.580279000000004)"
BURNHAM (DANIEL),27,SKATE PARK,OUTDOOR,1182111.5105999999,1883397.04819,"(41.835265, -87.607271999999995)"
BURNHAM (DANIEL),27,BASEBALL SR,OUTDOOR,1187445.0209300001,1873240.2315700001,"(41.807268999999998, -87.588025000000002)"
BURNSIDE (AMBROSE),363,BASKETBALL COURT,OUTDOOR,1185018.2839800001,1842992.5623999999,"(41.724324000000003, -87.597874000000004)"
BURNSIDE (AMBROSE),363,BASEBALL JR/SOFTBALL,OUTDOOR,1184706.68126,1842896.9297199999,"(41.724069, -87.599018999999998)"
BURNSIDE (AMBROSE),363,BASEBALL JR/SOFTBALL,OUTDOOR,1184927.4331100001,1843175.0610499999,"(41.724826999999998, -87.598201000000003)"
BURNSIDE (AMBROSE),363,PLAYGROUND,OUTDOOR,1185074.06963,1843167.09191,"(41.724800999999999, -87.597665000000006)"
BURNSIDE (AMBROSE),363,SPRAY FEATURE,OUTDOOR,1185086.0236800001,1843077.8348699999,"(41.724556, -87.597623999999996)"
BUTTERCUP,385,PLAYGROUND,OUTDOOR,1168855.21985,1933098.1210400001,"(41.971944999999998, -87.654470000000003)"
BUTTERNUT,1272,PLAYGROUND PARK,OUTDOOR,1184991.9739999999,1870063.5965100001,"(41.798609999999996, -87.597121999999999)"
CALIFORNIA,189,WHEELCHR ACCSSBLE BALLFLD,SPECIAL,1157128.0996000001,1926048.8569199999,"(41.952848000000003, -87.697784999999996)"
CALIFORNIA,189,BASKETBALL COURT,OUTDOOR,1157154.3876100001,1925043.85302,"(41.950090000000003, -87.697715000000002)"
CALIFORNIA,189,BASKETBALL COURT,OUTDOOR,1157156.4095900001,1924979.1444900001,"(41.949913000000002, -87.697710000000001)"
CALIFORNIA,189,FITNESS CENTER,INDOOR,1157342.8015999999,1925695.71655,"(41.951875000000001, -87.697005000000004)"
CALIFORNIA,189,POOL (OUTDOOR),OUTDOOR,1157496.1293800001,1926030.65781,"(41.952790999999998, -87.696432000000001)"
CALIFORNIA,189,PLAYGROUND,OUTDOOR,1157152.3652999999,1925122.7163800001,"(41.950307000000002, -87.697721000000001)"
CALIFORNIA,189,SPRAY FEATURE,OUTDOOR,1157097.76764,1925104.51727,"(41.950257999999998, -87.697922000000005)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157261.5609500001,1925003.41019,"(41.949976999999997, -87.697322999999997)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157215.0515300001,1925001.38821,"(41.949972000000002, -87.697494000000006)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157211.00725,1925122.7163800001,"(41.950305, -87.697505000000007)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157259.53865,1925122.7163800001,"(41.950304000000003, -87.697327000000001)"
CALUMET,11,BASKETBALL COURT,OUTDOOR,1203243.0956300001,1840413.29788,"(41.716799000000002, -87.531206999999995)"
CALUMET,11,BEACH,OUTDOOR,1203980.3595700001,1839817.50609,"(41.715145999999997, -87.528526999999997)"
CALUMET,11,BEACH,OUTDOOR,1204969.3228199999,1840935.9388900001,"(41.718189000000002, -87.524867)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203532.41001,1839701.5210800001,"(41.714838999999998, -87.530171999999993)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203365.00483,1841914.18398,"(41.720914999999998, -87.530709000000002)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203808.99312,1841863.2346099999,"(41.720764000000003, -87.529084999999995)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203823.5498500001,1838704.3669100001,"(41.712094999999998, -87.529139000000001)"
CALUMET,11,FITNESS CENTER,INDOOR,1203379.5615600001,1840778.7384200001,"(41.717798999999999, -87.530694999999994)"
CALUMET,11,GYMNASIUM,INDOOR,1203306.7766,1840720.51052,"(41.717641, -87.530963)"
CALUMET,11,HORSESHOE COURT,OUTDOOR,1203276.42857,1840231.1299300001,"(41.716298999999999, -87.531091000000004)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1204017.79684,1838809.8243799999,"(41.712380000000003, -87.528424000000001)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203515.51569,1838787.9861699999,"(41.712333000000001, -87.530265)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203808.7729799999,1838968.932,"(41.712822000000003, -87.529184000000001)"
CALUMET,11,ARTIFICIAL TURF FIELD,OUTDOOR,1204314.8697299999,1841744.1377300001,"(41.720424000000001, -87.527236000000002)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1204073.04476,1842171.02238,"(41.721601999999997, -87.528107000000006)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203721.49067,1842298.3092,"(41.721960000000003, -87.529390000000006)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203400.2432800001,1842292.24786,"(41.721950999999997, -87.530567000000005)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203109.3019300001,1841734.6105200001,"(41.720429000000003, -87.531651999999994)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203042.62785,1842122.53232,"(41.721494999999997, -87.531882999999993)"
CALUMET,11,PLAYGROUND,OUTDOOR,1203562.3121799999,1840045.2484200001,"(41.715781, -87.530050000000003)"
CALUMET,11,BASEBALL SR,OUTDOOR,1203911.72487,1838410.49545,"(41.711286999999999, -87.528827000000007)"
CALUMET,11,BASEBALL SR,OUTDOOR,1203963.94163,1841128.4831300001,"(41.718744000000001, -87.528542000000002)"
CALUMET,11,BASEBALL SR,OUTDOOR,1203406.3046200001,1841352.7503899999,"(41.719372999999997, -87.530576999999994)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203376.4270599999,1840333.4542,"(41.716577000000001, -87.530721)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203608.2064499999,1840211.7503800001,"(41.716237, -87.529876999999999)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203702.0035000001,1840210.9751200001,"(41.716233000000003, -87.529533000000001)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203698.90279,1840334.22914,"(41.716571000000002, -87.529539999999997)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203653.9422500001,1840335.0044,"(41.716574000000001, -87.529705000000007)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203608.2064499999,1840334.22914,"(41.716572999999997, -87.529871999999997)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203469.44885,1840331.90368,"(41.716569999999997, -87.530381000000006)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203422.16286,1840331.90368,"(41.716571999999999, -87.530553999999995)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203514.4093899999,1840330.3534899999,"(41.716565000000003, -87.530215999999996)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203562.47065,1840331.12842,"(41.716566, -87.53004)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203653.16732,1840212.5256399999,"(41.716237999999997, -87.529712000000004)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203560.1451900001,1840212.5256399999,"(41.716239999999999, -87.530052999999995)"
