PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180022.1492900001,1865583.9224,"(41.786433000000002, -87.615483999999995)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180017.58959,1865621.31275,"(41.786535000000001, -87.615499999999997)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180015.7657699999,1865698.82867,"(41.786748000000003, -87.615504000000001)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180016.6775199999,1865737.1307600001,"(41.786853000000001, -87.615499999999997)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180013.94163,1865834.7099599999,"(41.787120999999999, -87.615506999999994)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180012.11781,1865858.42087,"(41.787185999999998, -87.615513000000007)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1180013.02988,1865952.3521100001,"(41.787444000000001, -87.615506999999994)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179976.6008200001,1867023.28599,"(41.790382999999999, -87.615606999999997)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179978.3373700001,1867118.7858,"(41.790644999999998, -87.615598000000006)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179977.46893,1867146.56757,"(41.790722000000002, -87.615600000000001)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179974.86461,1867240.3311600001,"(41.790979, -87.615606999999997)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179969.6553,1867321.0721400001,"(41.791201000000001, -87.615623999999997)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179967.9190799999,1867413.9672999999,"(41.791455999999997, -87.615627000000003)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179967.9190799999,1867435.6719800001,"(41.791514999999997, -87.615627000000003)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179964.4463200001,1867525.0943700001,"(41.791761000000001, -87.615637000000007)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179960.1054499999,1867676.5921,"(41.792177000000002, -87.615647999999993)"
WASHINGTON (GEORGE),21,BASKETBALL BACKBOARD,OUTDOOR,1179960.9735600001,1867745.1782500001,"(41.792364999999997, -87.615643000000006)"
WENTWORTH (JOHN) GARDENS,286,BASKETBALL BACKBOARD,OUTDOOR,1175378.90759,1879672.8804500001,"(41.825198999999998, -87.632086999999999)"
WENTWORTH (JOHN) GARDENS,286,BASKETBALL BACKBOARD,OUTDOOR,1175294.7063200001,1879671.1445599999,"(41.825195999999998, -87.632396)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135108.2430499999,1866220.30204,"(41.789090000000002, -87.780148999999994)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135069.70114,1866218.7397,"(41.789085999999998, -87.780291000000005)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135029.59721,1866217.17704,"(41.789082999999998, -87.780438000000004)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135030.11788,1866148.4271800001,"(41.788893999999999, -87.780437000000006)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135070.7427999999,1866149.46884,"(41.788896000000001, -87.780287999999999)"
WENTWORTH (JOHN),238,BASKETBALL BACKBOARD,OUTDOOR,1135110.84705,1866148.9481800001,"(41.788893999999999, -87.780141)"
WEST CHATHAM,249,BASKETBALL BACKBOARD,OUTDOOR,1175862.93123,1850310.85387,"(41.744616000000001, -87.631191000000001)"
WEST CHATHAM,249,BASKETBALL BACKBOARD,OUTDOOR,1175859.45912,1850382.38161,"(41.744812000000003, -87.631202000000002)"
WEST PULLMAN,225,BASKETBALL BACKBOARD,OUTDOOR,1176078.5817199999,1822770.1733899999,"(41.669035999999998, -87.631224000000003)"
WEST PULLMAN,225,BASKETBALL BACKBOARD,OUTDOOR,1176011.0018,1822798.6280499999,"(41.669114999999998, -87.631469999999993)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171070.5707400001,1824157.6512500001,"(41.672953999999997, -87.649512000000001)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171125.39641,1824158.4947599999,"(41.672955000000002, -87.649310999999997)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171127.08342,1824075.8341600001,"(41.672727999999999, -87.649308000000005)"
WHITE (EDWARD),379,BASKETBALL BACKBOARD,OUTDOOR,1171074.78792,1824072.4601499999,"(41.672719999999998, -87.649499000000006)"
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,1164190.28036,1950542.6429099999,"(42.019914, -87.671126999999998)"
WHITE (EDWARD),379,BASEBALL JR/SOFTBALL,OUTDOOR,1171099.2478400001,1824215.79024,"(41.673112000000003, -87.649405000000002)"
WHITE (EDWARD),379,PLAYGROUND,OUTDOOR,1170982.12078,1824125.99318,"(41.672868999999999, -87.649837000000005)"
WHITE (EDWARD),379,SPRAY FEATURE,OUTDOOR,1171004.7654200001,1824129.8973699999,"(41.672879000000002, -87.649754000000001)"
WHITE (EDWARD),379,TENNIS COURT,OUTDOOR,1171078.1648800001,1823995.5918699999,"(41.672508999999998, -87.649489000000003)"
WHITE (EDWARD),379,TENNIS COURT,OUTDOOR,1171126.57751,1823994.81103,"(41.672505000000001, -87.649311999999995)"
WHITE (WILLYE B.),1043,BASKETBALL COURT,OUTDOOR,1164077.12901,1950541.2144299999,"(42.019911999999998, -87.671543999999997)"
WHITE (WILLYE B.),1043,BASKETBALL COURT,OUTDOOR,1164155.7495899999,1950539.8929099999,"(42.019907000000003, -87.671255000000002)"
WHITE (WILLYE B.),1043,BASEBALL JR/SOFTBALL,OUTDOOR,1164409.4485599999,1950454.00529,"(42.019666000000001, -87.670323999999994)"
WHITE (WILLYE B.),1043,PLAYGROUND,OUTDOOR,1164247.5833999999,1950651.5468900001,"(42.020211000000003, -87.670913999999996)"
WHITE (WILLYE B.),1043,FITNESS CENTER,INDOOR,1164126.0662499999,1950457.8747,"(42.019682000000003, -87.671366000000006)"
"WICKER (CHARLES, JOEL)",214,CHESS PAVILLION,SPECIAL,1162910.5040500001,1909526.1504599999,"(41.907389999999999, -87.676992999999996)"
"WICKER (CHARLES, JOEL)",214,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1163131.9101,1909559.95453,"(41.907477999999998, -87.676179000000005)"
"WICKER (CHARLES, JOEL)",214,COMMUNITY GARDEN,OUTDOOR,1162847.05339,1909687.7515199999,"(41.907834000000001, -87.677222)"
"WICKER (CHARLES, JOEL)",214,DOG FRIENDLY AREA,OUTDOOR,1163383.41026,1909524.16753,"(41.907373999999997, -87.675256000000005)"
"WICKER (CHARLES, JOEL)",214,GYMNASIUM,INDOOR,1162973.2900100001,1909768.20444,"(41.908051999999998, -87.676755999999997)"
"WICKER (CHARLES, JOEL)",214,BASEBALL JR/SOFTBALL,OUTDOOR,1163166.28963,1909672.8801599999,"(41.907786999999999, -87.676049000000006)"
"WICKER (CHARLES, JOEL)",214,PLAYGROUND,OUTDOOR,1162981.88613,1909854.3095799999,"(41.908289000000003, -87.676721999999998)"
"WICKER (CHARLES, JOEL)",214,SPRAY FEATURE,OUTDOOR,1162941.2379099999,1909854.3095799999,"(41.908289000000003, -87.676871000000006)"
WIEBOLDT (WILLIAM),449,PLAYGROUND PARK,OUTDOOR,1163938.9117699999,1920172.7161099999,"(41.936582999999999, -87.672914000000006)"
WILDWOOD,257,BASKETBALL COURT,OUTDOOR,1134807.5746899999,1945618.1271599999,"(42.006973000000002, -87.779371999999995)"
WILDWOOD,257,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1134525.1339799999,1945855.8960500001,"(42.007631000000003, -87.780405000000002)"
WILDWOOD,257,GYMNASIUM,INDOOR,1134881.6336000001,1945705.8582899999,"(42.007213, -87.779096999999993)"
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR,1134558.59488,1945481.3817,"(42.006602000000001, -87.780291000000005)"
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR,1134568.91506,1946058.0347500001,"(42.008184999999997, -87.780240000000006)"
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR,1134639.8680100001,1945691.6601499999,"(42.007178000000003, -87.779987000000006)"
WILDWOOD,257,PLAYGROUND,OUTDOOR,1134776.61347,1945807.76458,"(42.007494000000001, -87.779481000000004)"
WILDWOOD,257,SPRAY FEATURE,OUTDOOR,1134763.7128999999,1945663.2789799999,"(42.007097999999999, -87.779532000000003)"
WILDWOOD,257,BASEBALL SR,OUTDOOR,1134377.98762,1945922.5793099999,"(42.007815999999998, -87.780945000000003)"
WILDWOOD,257,TENNIS COURT,OUTDOOR,1134817.89521,1945498.15234,"(42.006644000000001, -87.779336999999998)"
WILDWOOD,257,TENNIS COURT,OUTDOOR,1134878.5276299999,1945535.5636799999,"(42.006745000000002, -87.779112999999995)"
WILLIAMS (DANIEL HALE),261,BASKETBALL COURT,OUTDOOR,1176111.01079,1886211.51009,"(41.843125000000001, -87.629204999999999)"
WILLIAMS (DANIEL HALE),261,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1176261.87564,1885962.1001500001,"(41.842438000000001, -87.628658999999999)"
WILLIAMS (DANIEL HALE),261,BASEBALL JR/SOFTBALL,OUTDOOR,1176412.6601199999,1886043.3244,"(41.842657000000003, -87.628102999999996)"
WILLIAMS (DANIEL HALE),261,PLAYGROUND,OUTDOOR,1176032.8859399999,1886481.6926200001,"(41.843868999999998, -87.629482999999993)"
WILLIAMS (DANIEL HALE),261,SPRAY FEATURE,OUTDOOR,1176024.20551,1886564.1576700001,"(41.844095000000003, -87.629513000000003)"
WILLIAMS (DANIEL HALE),261,BASEBALL SR,OUTDOOR,1176111.01079,1885869.7132000001,"(41.842187000000003, -87.629215000000002)"
WILLIAMS (DANIEL HALE),261,WATER PLAYGROUND,OUTDOOR,1176634.56125,1886073.7150900001,"(41.842734999999998, -87.627287999999993)"
WILSON (FRANK),145,BASKETBALL COURT,OUTDOOR,1140464.5722399999,1929981.3776,"(41.963962000000002, -87.758944)"
WILSON (FRANK),145,BASEBALL JR/SOFTBALL,OUTDOOR,1140217.9805399999,1930176.53305,"(41.964502000000003, -87.759845999999996)"
WILSON (FRANK),145,BASEBALL JR/SOFTBALL,OUTDOOR,1139954.7478,1930277.8927500001,"(41.964784999999999, -87.760812000000001)"
WILSON (FRANK),145,PLAYGROUND,OUTDOOR,1140452.46957,1930280.9183400001,"(41.964784999999999, -87.758982000000003)"
WILSON (FRANK),145,VOLLEYBALL (SAND),OUTDOOR,1140393.46903,1930194.6872099999,"(41.964548999999998, -87.759201000000004)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140240.6730800001,1929981.3776,"(41.963966999999997, -87.759767999999994)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140375.3148699999,1929985.9162999999,"(41.963977, -87.759271999999996)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140329.9301199999,1929984.4035100001,"(41.963973000000003, -87.759439)"
WILSON (FRANK),145,TENNIS COURT,OUTDOOR,1140287.5706199999,1929981.3776,"(41.963965999999999, -87.759595000000004)"
WILSON (FRANK),145,WATER PLAYGROUND,OUTDOOR,1140472.7438099999,1930143.8405299999,"(41.964407999999999, -87.75891)"
WILSON (JOHN),1071,PLAYGROUND,OUTDOOR,1169304.0237400001,1882144.4188099999,"(41.832115000000002, -87.654302999999999)"
WILSON (JOHN),1071,SPRAY FEATURE,OUTDOOR,1169107.7360799999,1882148.2209699999,"(41.832129999999999, -87.655023)"
WILSON (JOHN) COMM. CTR.,1018,GYMNASIUM,INDOOR,1168934.86733,1883320.4118600001,"(41.835349999999998, -87.655623000000006)"
WINNEMAC,486,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1161393.3187599999,1934352.3905100001,"(41.975546000000001, -87.681872999999996)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1161280.0673499999,1933265.5016099999,"(41.972566, -87.682320000000004)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1161604.66316,1933286.1406700001,"(41.972616000000002, -87.681126000000006)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1162002.4333599999,1933295.5222199999,"(41.972633000000002, -87.679663000000005)"
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR,1161642.1886700001,1933700.7976500001,"(41.973753000000002, -87.680976000000001)"
WINNEMAC,486,PLAYGROUND,OUTDOOR,1160865.4103699999,1933323.66619,"(41.972734000000003, -87.683842999999996)"
WINNEMAC,486,BASEBALL SR,OUTDOOR,1161364.4996,1934046.03253,"(41.974705999999998, -87.681988000000004)"
WINNEMAC,486,TENNIS COURT,OUTDOOR,1160869.1629900001,1933599.47863,"(41.973491000000003, -87.683822000000006)"
WINNEMAC,486,TENNIS COURT,OUTDOOR,1161233.16029,1933620.1177000001,"(41.97354, -87.682483000000005)"
WOLCOTT (ALEXANDER),403,PLAYGROUND PARK,OUTDOOR,1164918.5351400001,1861016.34821,"(41.774231, -87.670991000000001)"
WOLFE (RICHARD),1072,BASKETBALL COURT,OUTDOOR,1199991.0329100001,1833773.76982,"(41.698663000000003, -87.543340000000001)"
WOLFE (RICHARD),1072,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1200027.1972099999,1833500.9924699999,"(41.697913, -87.543216999999999)"
WOLFE (RICHARD),1072,HORSESHOE COURT,OUTDOOR,1200032.6223899999,1833774.5545900001,"(41.698664000000001, -87.543188000000001)"
WOLFE (RICHARD),1072,BASEBALL JR/SOFTBALL,OUTDOOR,1200113.4467,1833372.7870199999,"(41.697558999999998, -87.542906000000002)"
WOLFE (RICHARD),1072,BASEBALL JR/SOFTBALL,OUTDOOR,1199965.1379499999,1833659.2034400001,"(41.698349, -87.543439000000006)"
WOLFE (RICHARD),1072,PLAYGROUND,OUTDOOR,1200118.9394799999,1833802.80388,"(41.698739000000003, -87.542871000000005)"
WOLFE (RICHARD),1072,SPRAY FEATURE,OUTDOOR,1200127.5713500001,1833869.50355,"(41.698922000000003, -87.542837000000006)"
WOOD (ELIZABETH),316,PLAYGROUND,OUTDOOR,1161095.2225800001,1919465.82678,"(41.934702999999999, -87.683385000000001)"
WOODHULL (ROSS),1073,BASKETBALL COURT,OUTDOOR,1188485.27541,1856791.80318,"(41.762107999999998, -87.584734999999995)"
WOODHULL (ROSS),1073,BASKETBALL COURT,OUTDOOR,1188734.6013499999,1856640.77428,"(41.761687999999999, -87.583826000000002)"
WOODHULL (ROSS),1073,PLAYGROUND,OUTDOOR,1188683.91674,1856839.41594,"(41.762233999999999, -87.584006000000002)"
WOODHULL (ROSS),1073,SPRAY FEATURE,OUTDOOR,1188684.9406900001,1856746.7504499999,"(41.761980000000001, -87.584005000000005)"
WOODHULL (ROSS),1073,TRACK,OUTDOOR,1188592.2755199999,1856711.93719,"(41.761887000000002, -87.584345999999996)"
WRIGHTWOOD,1074,BASKETBALL COURT,OUTDOOR,1165670.9857300001,1917026.39432,"(41.927911999999999, -87.666639000000004)"
WRIGHTWOOD,1074,BASKETBALL COURT,OUTDOOR,1165737.3504300001,1917028.9799500001,"(41.927917999999998, -87.666394999999994)"
WRIGHTWOOD,1074,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165504.9660499999,1917089.7547599999,"(41.928089999999997, -87.667247000000003)"
WRIGHTWOOD,1074,BASEBALL JR/SOFTBALL,OUTDOOR,1165557.21792,1917197.9077600001,"(41.928384999999999, -87.667051999999998)"
WRIGHTWOOD,1074,POOL (OUTDOOR),OUTDOOR,1165806.30042,1917128.9577599999,"(41.928190999999998, -87.666138000000004)"
WRIGHTWOOD,1074,PLAYGROUND,OUTDOOR,1165739.93606,1917276.3387,"(41.928597000000003, -87.666377999999995)"
WRIGHTWOOD,1074,VOLLEYBALL (SAND),OUTDOOR,1165810.6098,1917031.5655700001,"(41.927923, -87.666124999999994)"
WRIGHTWOOD,1074,TRACK,OUTDOOR,1165609.79262,1917142.7477599999,"(41.928232999999999, -87.66686)"
ZATTERBERG (HELEN),1107,PLAYGROUND PARK,OUTDOOR,1163881.8410199999,1928443.3508200001,"(41.959279000000002, -87.672889999999995)"
LINCOLN (ABRAHAM),100,ARCHERY RANGE,SPECIAL,1173118.80581,1924157.1044699999,"(41.947316999999998, -87.639059000000003)"
PARK NO. 518,518,COMMUNITY GARDEN,OUTDOOR,1163277.30647,1951493.68726,"(42.022542999999999, -87.674459999999996)"
DUBKIN (LEONARD),306,COMMUNITY GARDEN,OUTDOOR,1164325.5392799999,1949644.9514599999,"(42.017446999999997, -87.670654999999996)"
GOLDBERG (LOUIS),384,COMMUNITY GARDEN,OUTDOOR,1165708.6844800001,1947125.6198799999,"(42.010505000000002, -87.665638000000001)"
LOYOLA,115,COMMUNITY GARDEN,OUTDOOR,1167356.1428,1946092.49334,"(42.007634000000003, -87.659605999999997)"
"LUNT (ORRINGTON, STEPHEN)",1123,COMMUNITY GARDEN,OUTDOOR,1159773.12319,1946301.5946299999,"(42.008369000000002, -87.6875)"
INDIAN BOUNDARY,165,COMMUNITY GARDEN,OUTDOOR,1157891.39696,1946851.92457,"(42.009917999999999, -87.694407999999996)"
SCHREIBER,1061,COMMUNITY GARDEN,OUTDOOR,1164676.43129,1942806.1062100001,"(41.998674000000001, -87.669559000000007)"
SENN (NICHOLAS),227,COMMUNITY GARDEN,OUTDOOR,1165015.90863,1939481.2178499999,"(41.989542999999998, -87.668405000000007)"
BERGER (ALBERT),1255,COMMUNITY GARDEN,OUTDOOR,1168650.5027399999,1941556.7737400001,"(41.995159999999998, -87.654976000000005)"
CHASE (SALMON),103,COMMUNITY GARDEN,OUTDOOR,1165062.9603800001,1931618.0895499999,"(41.967965999999997, -87.668457000000004)"
KELLY (JOHN),493,COMMUNITY GARDEN,OUTDOOR,1168224.0226199999,1926039.7522799999,"(41.952590000000001, -87.656996000000007)"
MAPLEWOOD,1045,COMMUNITY GARDEN,OUTDOOR,1158959.71569,1911023.4086199999,"(41.911580000000001, -87.691464999999994)"
KEN-WELL,1042,COMMUNITY GARDEN,OUTDOOR,1147402.53211,1919361.48808,"(41.934690000000003, -87.733709000000005)"
TREBES,1017,COMMUNITY GARDEN,OUTDOOR,1168221.1584600001,1914850.6824700001,"(41.921886999999998, -87.657330999999999)"
DEAN,1027,COMMUNITY GARDEN,OUTDOOR,1164684.64289,1909339.9477500001,"(41.906841, -87.670480999999995)"
LAKE SHORE,107,COMMUNITY GARDEN,OUTDOOR,1178413.26471,1905950.0972500001,"(41.897236999999997, -87.620153999999999)"
ECKHART (BERNARD),208,COMMUNITY GARDEN,OUTDOOR,1166950.8958999999,1906083.44016,"(41.897857000000002, -87.66225)"
FLOWER (LUCY),431,COMMUNITY GARDEN,OUTDOOR,1158799.88432,1912343.2370199999,"(41.915205, -87.692015999999995)"
UNION,210,COMMUNITY GARDEN,OUTDOOR,1165811.3033700001,1901393.8097699999,"(41.885012000000003, -87.666568999999996)"
MOORE (MAURICE),1050,COMMUNITY GARDEN,OUTDOOR,1142315.9704400001,1898682.2249700001,"(41.878039999999999, -87.752915999999999)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL COURT,OUTDOOR,1163101.94527,1909714.7603199999,"(41.907902999999997, -87.676284999999993)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL COURT,OUTDOOR,1163082.52602,1909694.5641699999,"(41.907848000000001, -87.676355999999998)"
ADA (SAWYER GARRETT),45,HORSESHOE COURT,OUTDOOR,1169093.7013300001,1829688.0581700001,"(41.688172999999999, -87.656588999999997)"
ARMOUR (PHILIP) SQUARE,3,GYMNASIUM,INDOOR,1174638.83033,1883024.10176,"(41.834412, -87.634702000000004)"
ATHLETIC FIELD,80,SPRAY FEATURE,OUTDOOR,1151895.0365800001,1923880.2241199999,"(41.947001999999998, -87.717078999999998)"
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR,1147643.9853699999,1871207.81601,"(41.802546, -87.734057000000007)"
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR,1147686.0318700001,1871208.47218,"(41.802546999999997, -87.733902)"
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR,1147658.1687400001,1871207.75761,"(41.802546, -87.734004999999996)"
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169469.39087,1884688.2864300001,"(41.839092000000001, -87.653621999999999)"
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169460.12711,1884682.47377,"(41.839077000000003, -87.653655999999998)"
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR,1126281.5894500001,1946661.65493,"(42.009984000000003, -87.810717999999994)"
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR,1126290.5339800001,1946661.65493,"(42.009984000000003, -87.810685000000007)"
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR,1139455.1726800001,1922648.33813,"(41.943857999999999, -87.762834999999995)"
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR,1139463.62509,1922648.9421300001,"(41.943860000000001, -87.762804000000003)"
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR,1139471.7756699999,1922648.9421300001,"(41.943860000000001, -87.762773999999993)"
DAVIS (DR. NATHAN) SQUARE,14,HORSESHOE COURT,OUTDOOR,1165985.3473100001,1874910.3814399999,"(41.812336000000002, -87.666685000000001)"
FOSTER (J. FRANK),26,HORSESHOE COURT,OUTDOOR,1168240.2906299999,1849593.43667,"(41.742815, -87.659142000000003)"
HARRISON (CARTER),213,HORSESHOE COURT,OUTDOOR,1164342.8332100001,1891197.3751099999,"(41.857064000000001, -87.672250000000005)"
HARRISON (CARTER),213,HORSESHOE COURT,OUTDOOR,1164342.3830800001,1891185.6668,"(41.857031999999997, -87.672252)"
HIAWATHA,229,BOCCE COURT,SPECIAL,1121840.2092200001,1922390.8724400001,"(41.943455, -87.827586999999994)"
LAWLER (MICHAEL),1011,HORSESHOE COURT,OUTDOOR,1142939.93343,1861695.94888,"(41.776533000000001, -87.751544999999993)"
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR,1155895.08764,1939644.74279,"(41.990181, -87.701948999999999)"
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR,1155905.2441100001,1939644.74279,"(41.990181, -87.701911999999993)"
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR,1155914.8792600001,1939645.00296,"(41.990181999999997, -87.701875999999999)"
MCGUANE (JOHN),2,HORSESHOE COURT,OUTDOOR,1170878.13313,1885158.2507100001,"(41.840350999999998, -87.648438999999996)"
MCGUANE (JOHN),2,HORSESHOE COURT,OUTDOOR,1170884.69053,1885146.8845899999,"(41.840319999999998, -87.648415)"
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL,1170857.1495699999,1885242.6222600001,"(41.840583000000002, -87.648512999999994)"
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL,1170864.1439799999,1885232.56782,"(41.840555000000002, -87.648488)"
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL,1170871.5757299999,1885222.9503800001,"(41.840528999999997, -87.648460999999998)"
MORAN (TERRANCE),1051,HORSESHOE COURT,OUTDOOR,1169354.73887,1866574.5241,"(41.789389, -87.654567999999998)"
MORAN (TERRANCE),1051,HORSESHOE COURT,OUTDOOR,1169354.4209499999,1866567.531,"(41.789369999999998, -87.654568999999995)"
VALLEY FORGE,371,HORSESHOE COURT,OUTDOOR,1129915.05593,1864486.77663,"(41.784422999999997, -87.799231000000006)"
VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR,1144007.93982,1871522.74287,"(41.803479000000003, -87.747383999999997)"
VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR,1143994.5894500001,1871379.52761,"(41.803086, -87.747435999999993)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160306.25434,1929252.9892899999,"(41.961576000000001, -87.686013000000003)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160316.5404099999,1929252.9892899999,"(41.961575000000003, -87.685974999999999)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160325.7979299999,1929253.50373,"(41.961576999999998, -87.685941)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160336.084,1929253.50373,"(41.961576000000001, -87.685902999999996)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160353.05608,1929254.01816,"(41.961576999999998, -87.685839999999999)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160362.8277199999,1929254.5322700001,"(41.961579, -87.685805000000002)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160373.11378,1929255.0467000001,"(41.961579999999998, -87.685766999999998)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160382.8854199999,1929255.5608099999,"(41.961581000000002, -87.685731000000004)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160392.65738,1929256.0752399999,"(41.961582, -87.685694999999996)"
WOLFE (RICHARD),1072,HORSESHOE COURT,OUTDOOR,1200071.06556,1833775.9866800001,"(41.698667, -87.543047000000001)"
WOLFE (RICHARD),1072,BOCCE COURT,SPECIAL,1200047.2729499999,1833775.3163999999,"(41.698664999999998, -87.543133999999995)"
WOLFE (RICHARD),1072,BOCCE COURT,SPECIAL,1200056.9911100001,1833775.3163999999,"(41.698664999999998, -87.543098999999998)"
ADA (SAWYER GARRETT),45,HORSESHOE COURT,OUTDOOR,1169094.11996,1829676.87053,"(41.688141999999999, -87.656587000000002)"
SHERIDAN (PHILIP HENRY),205,HORSESHOE COURT,OUTDOOR,1168979.4450000001,1896222.83586,"(41.870755000000003, -87.655085999999997)"
"BELL (GEORGE,JR.)",121,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1130384.2082100001,1919690.91524,"(41.935904000000001, -87.796244999999999)"
BESSEMER (HENRY),12,HANDBALL/RACQUET (OUT),OUTDOOR,1195777.8028200001,1846341.6561,"(41.733255, -87.558352999999997)"
BESSEMER (HENRY),12,GYMNASIUM,INDOOR,1196349.8735199999,1846171.32901,"(41.732773000000002, -87.556263000000001)"
BRADLEY (JOSEPHINE),1004,VOLLEYBALL,OUTDOOR,1194250.6211600001,1840778.9513399999,"(41.718027999999997, -87.564130000000006)"
CARVER (GEORGE WASHINGTON),255,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1184999.1711599999,1816853.6514300001,"(41.652596000000003, -87.598760999999996)"
CLARENDON COMM. CTR.,1002,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1170585.40307,1929587.5883599999,"(41.962274000000001, -87.648211000000003)"
COLE (NAT KING),270,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1180173.1148699999,1848323.6823199999,"(41.739064999999997, -87.615459000000001)"
COLUMBUS (CHRISTOPHER),209,PLAYGROUND,OUTDOOR,1137939.60616,1898430.9088699999,"(41.877429999999997, -87.768991)"
